week_start,store_id,promo_flag,sales_eur
2025-01-26,S1,0,22404.01
2025-02-02,S1,1,25273.32
2025-02-09,S1,1,23701.35
2025-02-16,S1,1,26098.79
2025-02-23,S1,1,23653.32
2025-03-02,S1,0,19637.65
2025-03-09,S1,0,23676.19
2025-03-16,S1,1,29282.92
2025-03-23,S1,1,25026.69
2025-03-30,S1,0,21678.1
2025-04-06,S1,0,21055.89
2025-04-13,S1,0,24735.18
2023-01-01,S2,1,29388.21
2023-01-08,S2,0,27896.9
2023-01-15,S2,0,26204.9
2023-01-22,S2,1,33452.17
2023-01-29,S2,1,32118.07
2023-02-05,S2,0,24570.13
2023-02-12,S2,0,30603.79
2023-02-19,S2,1,31601.34
2023-02-26,S2,0,29499.35
2023-03-05,S2,0,27748.51
2023-03-12,S2,1,30495.57
2023-03-19,S2,0,27736.03
2023-03-26,S2,0,29998.28
2023-04-02,S2,0,27313.46
2023-04-09,S2,0,27195.48
2023-04-16,S2,0,29013.6
2023-04-23,S2,0,28167.31
2023-04-30,S2,1,31444.77
2023-05-07,S2,0,28515.04
2023-05-14,S2,0,26211.09
2023-05-21,S2,1,27870.7
2023-05-28,S2,0,27541.9
2023-06-04,S2,1,29239.8
2023-06-11,S2,0,25334.97
2023-06-18,S2,1,27290.44
2023-06-25,S2,1,30082.5
2023-07-02,S2,0,23345.95
2023-07-09,S2,1,28220.63
2023-07-16,S2,0,29900.86
2023-07-23,S2,0,25160.0
2023-07-30,S2,1,29929.89
2023-08-06,S2,1,25158.99
2023-08-13,S2,0,28082.68
2023-08-20,S2,1,28132.32
2023-08-27,S2,0,24967.43
2023-09-03,S2,1,31029.81
2023-09-10,S2,1,27900.59
2023-09-17,S2,1,28457.33
2023-09-24,S2,0,27359.75
2023-10-01,S2,0,29155.23
2023-10-08,S2,1,31150.02
2023-10-15,S2,0,25765.86
2023-10-22,S2,1,31831.55
2023-10-29,S2,1,29245.4
2023-11-05,S2,1,31908.92
2023-11-12,S2,1,29887.31
2023-11-19,S2,1,31541.53
2023-11-26,S2,1,32472.75
2023-12-03,S2,0,29607.0
2023-12-10,S2,1,31731.21
2023-12-17,S2,1,30168.22
2023-12-24,S2,1,30195.38
2023-12-31,S2,1,30326.49
2024-01-07,S2,1,31447.73
2024-01-14,S2,1,27392.08
2024-01-21,S2,0,26049.69
2024-01-28,S2,1,30019.16
2024-02-04,S2,1,27441.88
2024-02-11,S2,0,26195.21
2024-02-18,S2,1,29499.63
2024-02-25,S2,1,28078.26
2024-03-03,S2,0,24274.98
2024-03-10,S2,1,29645.28
2024-03-17,S2,1,29191.21
2024-03-24,S2,0,23319.93
2024-03-31,S2,0,26660.26
2024-04-07,S2,1,28142.65
2024-04-14,S2,1,25287.82
2024-04-21,S2,0,25308.14
2024-04-28,S2,1,26753.15
2024-05-05,S2,1,28962.33
2024-05-12,S2,0,28559.56
2024-05-19,S2,0,25258.58
2024-05-26,S2,0,25952.68
2024-06-02,S2,0,27939.02
2024-06-09,S2,1,29069.75
2024-06-16,S2,0,27368.88
2024-06-23,S2,1,31076.12
2024-06-30,S2,0,27377.91
2024-07-07,S2,0,29917.22
2024-07-14,S2,0,28821.72
2024-07-21,S2,1,33903.93
2024-07-28,S2,1,33934.84
2024-08-04,S2,0,29439.87
2024-08-11,S2,0,26910.19
2024-08-18,S2,1,30682.81
2024-08-25,S2,1,32275.19
2024-09-01,S2,1,34512.7
2024-09-08,S2,0,29801.2
2024-09-15,S2,1,32996.01
2024-09-22,S2,1,29576.78
2024-09-29,S2,1,32859.83
2024-10-06,S2,0,28348.93
2024-10-13,S2,1,30437.16
2024-10-20,S2,1,29682.17
2024-10-27,S2,0,27428.79
2024-11-03,S2,1,27869.11
2024-11-10,S2,0,24259.24
2024-11-17,S2,0,25880.1
2024-11-24,S2,1,28253.7
2024-12-01,S2,1,28832.03
2024-12-08,S2,1,26971.86
2024-12-15,S2,1,27393.34
2024-12-22,S2,0,24080.11
2024-12-29,S2,0,21965.91
2025-01-05,S2,1,26580.65
2025-01-12,S2,1,25260.16
2025-01-19,S2,0,26693.81
2025-01-26,S2,1,27661.54
2025-02-02,S2,0,25893.35
2025-02-09,S2,1,28030.32
2025-02-16,S2,1,30334.4
2025-02-23,S2,1,28637.55
2025-03-02,S2,1,28486.25
2025-03-09,S2,0,28754.41
2025-03-16,S2,0,27065.18
2025-03-23,S2,0,26023.89
2025-03-30,S2,0,28520.68
2025-04-06,S2,0,28766.63
2025-04-13,S2,1,30802.55
2023-01-01,S3,1,12956.76
2023-01-08,S3,1,12418.29
2023-01-15,S3,0,7369.76
2023-01-22,S3,0,12679.83
2023-01-29,S3,1,14145.42
2023-02-05,S3,0,14543.01
2023-02-12,S3,0,11187.03
2023-02-19,S3,1,15167.49
2023-02-26,S3,0,11805.28
2023-03-05,S3,1,13158.39
2023-03-12,S3,1,17437.0
2023-03-19,S3,0,12567.82
2023-03-26,S3,0,11950.65
2023-04-02,S3,0,11190.26
2023-04-09,S3,1,14688.07
2023-04-16,S3,1,14056.08
2023-04-23,S3,1,13355.19
2023-04-30,S3,0,10238.9
2023-05-07,S3,0,10806.83
2023-05-14,S3,0,10863.46
2023-05-21,S3,0,10647.42
2023-05-28,S3,0,6255.54
2023-06-04,S3,0,9578.45
2023-06-11,S3,0,9313.6
2023-06-18,S3,1,11967.56
2023-06-25,S3,0,8735.76
2023-07-02,S3,0,7853.04
2023-07-09,S3,0,7147.6
2023-07-16,S3,0,7452.49
2023-07-23,S3,0,8689.01
2023-07-30,S3,1,11781.04
2023-08-06,S3,0,7327.19
2023-08-13,S3,0,10465.13
2023-08-20,S3,0,9821.12
2023-08-27,S3,1,9710.98
2023-09-03,S3,1,15409.87
2023-09-10,S3,0,12258.2
2023-09-17,S3,1,14823.99
2023-09-24,S3,0,9341.96
2023-10-01,S3,0,11181.81
2023-10-08,S3,0,11316.05
2023-10-15,S3,0,11195.01
2023-10-22,S3,1,16520.84
2023-10-29,S3,0,11948.43
2023-11-05,S3,0,11418.69
2023-11-12,S3,0,12937.88
2023-11-19,S3,0,9106.44
2023-11-26,S3,1,16134.46
2023-12-03,S3,1,15203.46
2023-12-10,S3,1,13705.35
2023-12-17,S3,1,13101.98
2023-12-24,S3,0,10580.32
2023-12-31,S3,1,16165.2
2024-01-07,S3,1,14095.39
2024-01-14,S3,0,14280.46
2024-01-21,S3,0,11563.39
2024-01-28,S3,1,13152.27
2024-02-04,S3,0,9479.33
2024-02-11,S3,1,14498.22
2024-02-18,S3,1,13402.08
2024-02-25,S3,1,12230.3
2024-03-03,S3,0,10277.04
2024-03-10,S3,1,11062.13
2024-03-17,S3,0,7060.34
2024-03-24,S3,1,12944.88
2024-03-31,S3,0,5246.41
2024-04-07,S3,0,8325.69
2024-04-14,S3,0,7844.73
2024-04-21,S3,1,14554.33
2024-04-28,S3,0,9242.09
2024-05-05,S3,0,7919.88
2024-05-12,S3,1,13269.34
2024-05-19,S3,1,12026.03
2024-05-26,S3,1,13662.4
2024-06-02,S3,0,12457.86
2024-06-09,S3,1,13665.13
2024-06-16,S3,0,9111.31
2024-06-23,S3,0,9667.05
2024-06-30,S3,0,11739.97
2024-07-07,S3,1,14752.94
2024-07-14,S3,1,13390.99
2024-07-21,S3,0,10231.86
2024-07-28,S3,0,11608.49
2024-08-04,S3,0,11404.17
2024-08-11,S3,1,15381.91
2024-08-18,S3,0,14428.38
2024-08-25,S3,1,15852.99
2024-09-01,S3,1,15310.76
2024-09-08,S3,1,17392.81
2024-09-15,S3,0,11856.07
2024-09-22,S3,1,13696.72
2024-09-29,S3,0,11307.42
2024-10-06,S3,1,16110.04
2024-10-13,S3,0,11404.24
2024-10-20,S3,1,15644.03
2024-10-27,S3,1,15008.62
2024-11-03,S3,0,7815.79
2024-11-10,S3,1,11595.1
2024-11-17,S3,1,13444.69
2024-11-24,S3,0,9356.59
2024-12-01,S3,1,11604.18
2024-12-08,S3,0,6478.16
2024-12-15,S3,1,9118.33
2024-12-22,S3,1,12329.98
2024-12-29,S3,0,8798.15
2025-01-05,S3,1,14434.86
2025-01-12,S3,1,11038.41
2025-01-19,S3,0,10051.04
2025-01-26,S3,1,10578.5
2025-02-02,S3,0,9761.83
2025-02-09,S3,1,12481.25
2025-02-16,S3,1,11308.83
2025-02-23,S3,0,8543.84
2025-03-02,S3,0,11128.12
2025-03-09,S3,0,12924.49
2025-03-16,S3,0,11157.93
2025-03-23,S3,0,11084.11
2025-03-30,S3,1,12718.91
2025-04-06,S3,0,12867.31
2025-04-13,S3,0,15893.17
2023-01-01,S4,0,13988.87
2023-01-08,S4,0,15502.47
2023-01-15,S4,1,18426.83
2023-01-22,S4,1,20440.85
2023-01-29,S4,1,20568.51
2023-02-05,S4,1,20140.61
2023-02-12,S4,0,16063.04
2023-02-19,S4,1,23331.4
2023-02-26,S4,0,17243.28
2023-03-05,S4,1,18722.17
2023-03-12,S4,1,21173.56
2023-03-19,S4,0,15766.45
2023-03-26,S4,1,20057.65
2023-04-02,S4,1,18732.89
2023-04-09,S4,1,19882.64
2023-04-16,S4,1,19373.0
2023-04-23,S4,0,16413.63
2023-04-30,S4,1,18803.39
2023-05-07,S4,0,14173.22
2023-05-14,S4,1,20343.01
2023-05-21,S4,1,18112.83
2023-05-28,S4,1,16670.58
2023-06-04,S4,0,12494.73
2023-06-11,S4,1,15473.86
2023-06-18,S4,1,16824.1
2023-06-25,S4,0,11083.43
2023-07-02,S4,0,9765.93
2023-07-09,S4,1,16258.08
2023-07-16,S4,0,10622.51
2023-07-23,S4,1,17495.53
2023-07-30,S4,1,17130.07
2023-08-06,S4,0,12003.79
2023-08-13,S4,0,14350.17
2023-08-20,S4,1,14929.35
2023-08-27,S4,1,17604.4
2023-09-03,S4,0,13589.28
2023-09-10,S4,1,19202.03
2023-09-17,S4,0,13496.96
2023-09-24,S4,1,19384.7
2023-10-01,S4,1,19496.42
2023-10-08,S4,1,18167.45
2023-10-15,S4,1,16289.91
2023-10-22,S4,1,20344.5
2023-10-29,S4,1,17814.04
2023-11-05,S4,0,16380.68
2023-11-12,S4,0,16840.9
2023-11-19,S4,0,15036.54
2023-11-26,S4,0,16497.81
2023-12-03,S4,1,18774.98
2023-12-10,S4,1,21902.75
2023-12-17,S4,0,17062.3
2023-12-24,S4,1,22140.83
2023-12-31,S4,1,19216.02
2024-01-07,S4,0,16517.13
2024-01-14,S4,0,16127.82
2024-01-21,S4,0,13703.14
2024-01-28,S4,1,19621.89
2024-02-04,S4,1,18110.71
2024-02-11,S4,1,15923.24
2024-02-18,S4,0,14905.0
2024-02-25,S4,0,9723.46
2024-03-03,S4,0,15365.39
2024-03-10,S4,0,12046.66
2024-03-17,S4,1,17585.55
2024-03-24,S4,0,11927.04
2024-03-31,S4,0,13416.3
2024-04-07,S4,0,15287.91
2024-04-14,S4,0,13421.28
2024-04-21,S4,0,14152.76
2024-04-28,S4,0,11216.13
2024-05-05,S4,0,12826.15
2024-05-12,S4,1,17480.47
2024-05-19,S4,0,14257.08
2024-05-26,S4,0,13733.01
2024-06-02,S4,0,14567.8
2024-06-09,S4,1,13110.32
2024-06-16,S4,0,16015.99
2024-06-23,S4,0,16049.01
2024-06-30,S4,0,18156.08
2024-07-07,S4,1,19449.34
2024-07-14,S4,0,17807.15
2024-07-21,S4,0,17003.97
2024-07-28,S4,0,12977.68
2024-08-04,S4,0,16045.22
2024-08-11,S4,1,19304.08
2024-08-18,S4,1,21053.4
2024-08-25,S4,0,18746.25
2024-09-01,S4,0,16279.47
2024-09-08,S4,1,20337.45
2024-09-15,S4,1,21639.52
2024-09-22,S4,1,18465.47
2024-09-29,S4,0,17155.78
2024-10-06,S4,1,18944.47
2024-10-13,S4,0,14826.39
2024-10-20,S4,0,15480.41
2024-10-27,S4,0,15738.1
2024-11-03,S4,0,13737.21
2024-11-10,S4,1,17462.4
2024-11-17,S4,0,16517.4
2024-11-24,S4,0,14542.84
2024-12-01,S4,0,13134.5
2024-12-08,S4,1,16883.75
2024-12-15,S4,0,13214.17
2024-12-22,S4,1,14278.24
2024-12-29,S4,1,14145.21
2025-01-05,S4,0,12253.09
2025-01-12,S4,0,15987.58
2025-01-19,S4,0,12518.23
2025-01-26,S4,0,12524.31
2025-02-02,S4,0,16078.78
2025-02-09,S4,1,15361.2
2025-02-16,S4,0,18264.48
2025-02-23,S4,1,15829.79
2025-03-02,S4,1,17757.19
2025-03-09,S4,0,16421.45
2025-03-16,S4,1,21235.41
2025-03-23,S4,0,14973.08
2025-03-30,S4,1,20244.21
2025-04-06,S4,0,14760.84
2025-04-13,S4,0,13877.84
2023-01-01,S5,1,28611.02
2023-01-08,S5,0,28179.35
2023-01-15,S5,0,23316.59
2023-01-22,S5,0,26770.69
2023-01-29,S5,0,27706.27
2023-02-05,S5,1,34137.35
2023-02-12,S5,0,30382.03
2023-02-19,S5,0,29188.12
2023-02-26,S5,1,31068.51
2023-03-05,S5,1,32284.52
2023-03-12,S5,0,29623.56
2023-03-19,S5,0,28954.8
2023-03-26,S5,0,30684.14
2023-04-02,S5,1,32673.29
2023-04-09,S5,0,29042.12
2023-04-16,S5,1,31448.92
2023-04-23,S5,0,28397.99
2023-04-30,S5,0,27052.99
2023-05-07,S5,0,25225.79
2023-05-14,S5,0,26789.65
2023-05-21,S5,1,28954.58
2023-05-28,S5,1,33457.2
2023-06-04,S5,1,31331.65
2023-06-11,S5,1,30294.81
2023-06-18,S5,1,27683.6
2023-06-25,S5,1,24827.09
2023-07-02,S5,0,26357.0
2023-07-09,S5,1,28649.92
2023-07-16,S5,1,30361.16
2023-07-23,S5,0,25965.4
2023-07-30,S5,0,24050.51
2023-08-06,S5,0,23937.46
2023-08-13,S5,1,28902.4
2023-08-20,S5,1,28031.78
2023-08-27,S5,0,25247.62
2023-09-03,S5,0,25444.6
2023-09-10,S5,0,24568.24
2023-09-17,S5,1,29852.69
2023-09-24,S5,1,32138.7
2023-10-01,S5,1,31247.56
2023-10-08,S5,0,27011.33
2023-10-15,S5,1,31241.79
2023-10-22,S5,0,29765.97
2023-10-29,S5,1,31782.77
2023-11-05,S5,0,29124.68
2023-11-12,S5,0,30442.98
2023-11-19,S5,1,29623.84
2023-11-26,S5,1,32779.82
2023-12-03,S5,0,30219.44
2023-12-10,S5,1,32914.01
2023-12-17,S5,0,27942.17
2023-12-24,S5,0,29802.27
2023-12-31,S5,1,30911.46
2024-01-07,S5,1,33156.96
2024-01-14,S5,0,27326.66
2024-01-21,S5,0,30342.85
2024-01-28,S5,0,27023.33
2024-02-04,S5,0,27658.47
2024-02-11,S5,0,22780.21
2024-02-18,S5,0,25223.43
2024-02-25,S5,0,25754.75
2024-03-03,S5,1,29397.0
2024-03-10,S5,1,28318.17
2024-03-17,S5,0,24031.83
2024-03-24,S5,1,27994.98
2024-03-31,S5,0,25169.87
2024-04-07,S5,1,31740.48
2024-04-14,S5,1,25045.85
2024-04-21,S5,0,25485.17
2024-04-28,S5,1,27455.09
2024-05-05,S5,0,27031.31
2024-05-12,S5,1,28967.81
2024-05-19,S5,1,29136.62
2024-05-26,S5,0,26442.23
2024-06-02,S5,0,26633.84
2024-06-09,S5,1,30623.73
2024-06-16,S5,1,28732.57
2024-06-23,S5,1,29329.31
2024-06-30,S5,0,29517.63
2024-07-07,S5,0,28882.96
2024-07-14,S5,0,26621.36
2024-07-21,S5,0,31662.7
2024-07-28,S5,0,29412.7
2024-08-04,S5,1,33567.67
2024-08-11,S5,1,31539.43
2024-08-18,S5,0,29645.59
2024-08-25,S5,1,32791.03
2024-09-01,S5,0,31657.04
2024-09-08,S5,1,32655.84
2024-09-15,S5,1,30428.52
2024-09-22,S5,0,26431.11
2024-09-29,S5,1,33809.51
2024-10-06,S5,1,27134.23
2024-10-13,S5,0,27279.88
2024-10-20,S5,0,27104.74
2024-10-27,S5,0,28200.13
2024-11-03,S5,0,24842.92
2024-11-10,S5,0,26384.96
2024-11-17,S5,1,28684.33
2024-11-24,S5,1,30795.07
2024-12-01,S5,1,29210.56
2024-12-08,S5,0,25674.81
2024-12-15,S5,0,23476.36
2024-12-22,S5,1,28408.12
2024-12-29,S5,1,29249.59
2025-01-05,S5,0,22838.0
2025-01-12,S5,1,29625.88
2025-01-19,S5,0,25533.13
2025-01-26,S5,1,27554.65
2025-02-02,S5,1,29640.95
2025-02-09,S5,0,27067.27
2025-02-16,S5,1,29021.55
2025-02-23,S5,0,27051.86
2025-03-02,S5,0,28159.28
2025-03-09,S5,1,32138.45
2025-03-16,S5,1,30308.45
2025-03-23,S5,1,34273.42
2025-03-30,S5,0,27681.83
2025-04-06,S5,0,28737.34
2025-04-13,S5,0,29143.67
2023-01-01,S6,0,25691.61
2023-01-08,S6,0,26345.27
2023-01-15,S6,1,32226.96
2023-01-22,S6,0,26489.17
2023-01-29,S6,1,27920.84
2023-02-05,S6,0,26525.1
2023-02-12,S6,0,29638.78
2023-02-19,S6,1,29711.42
2023-02-26,S6,1,29719.5
2023-03-05,S6,1,30067.31
2023-03-12,S6,1,32667.83
2023-03-19,S6,1,27847.94
2023-03-26,S6,0,24648.89
2023-04-02,S6,1,28775.32
2023-04-09,S6,1,27775.7
2023-04-16,S6,0,25846.97
2023-04-23,S6,1,28138.81
2023-04-30,S6,0,28158.68
2023-05-07,S6,0,26314.69
2023-05-14,S6,0,24196.94
2023-05-21,S6,1,26661.38
2023-05-28,S6,0,24984.87
2023-06-04,S6,0,26102.25
2023-06-11,S6,0,25421.41
2023-06-18,S6,1,27274.47
2023-06-25,S6,1,26559.73
2023-07-02,S6,0,26948.91
2023-07-09,S6,0,21153.19
2023-07-16,S6,0,25570.96
2023-07-23,S6,0,21567.02
2023-07-30,S6,1,26039.84
2023-08-06,S6,1,26619.16
2023-08-13,S6,1,28017.52
2023-08-20,S6,0,25339.6
2023-08-27,S6,0,23289.29
2023-09-03,S6,0,25011.35
2023-09-10,S6,1,27693.53
2023-09-17,S6,0,28748.94
2023-09-24,S6,0,24070.22
2023-10-01,S6,0,26451.99
2023-10-08,S6,0,24701.04
2023-10-15,S6,0,25235.19
2023-10-22,S6,1,31470.68
2023-10-29,S6,0,28164.75
2023-11-05,S6,1,28837.86
2023-11-12,S6,1,29815.28
2023-11-19,S6,0,26773.79
2023-11-26,S6,1,30333.28
2023-12-03,S6,1,30206.81
2023-12-10,S6,0,27993.36
2023-12-17,S6,1,30268.05
2023-12-24,S6,1,32117.23
2023-12-31,S6,1,27925.49
2024-01-07,S6,1,28213.17
2024-01-14,S6,1,28293.24
2024-01-21,S6,0,26126.33
2024-01-28,S6,1,30816.62
2024-02-04,S6,0,26063.21
2024-02-11,S6,1,25148.82
2024-02-18,S6,1,28062.57
2024-02-25,S6,0,24937.6
2024-03-03,S6,1,30559.25
2024-03-10,S6,1,28351.61
2024-03-17,S6,0,22548.74
2024-03-24,S6,1,26716.19
2024-03-31,S6,0,22614.41
2024-04-07,S6,0,24286.63
2024-04-14,S6,0,22147.99
2024-04-21,S6,0,24017.72
2024-04-28,S6,0,21406.74
2024-05-05,S6,1,27606.78
2024-05-12,S6,1,28872.18
2024-05-19,S6,0,25920.01
2024-05-26,S6,0,25253.67
2024-06-02,S6,0,23166.63
2024-06-09,S6,0,27302.45
2024-06-16,S6,1,29435.87
2024-06-23,S6,1,31522.42
2024-06-30,S6,1,30617.03
2024-07-07,S6,0,25514.06
2024-07-14,S6,1,30943.61
2024-07-21,S6,0,26780.06
2024-07-28,S6,0,27919.11
2024-08-04,S6,1,28153.06
2024-08-11,S6,1,29302.11
2024-08-18,S6,0,28306.29
2024-08-25,S6,1,30316.27
2024-09-01,S6,0,26485.68
2024-09-08,S6,0,30311.44
2024-09-15,S6,1,32363.45
2024-09-22,S6,0,27013.89
2024-09-29,S6,0,28048.05
2024-10-06,S6,0,25238.38
2024-10-13,S6,0,26048.03
2024-10-20,S6,1,30518.47
2024-10-27,S6,1,31598.7
2024-11-03,S6,0,21987.93
2024-11-10,S6,0,25779.02
2024-11-17,S6,1,26585.43
2024-11-24,S6,0,25267.55
2024-12-01,S6,0,23382.19
2024-12-08,S6,0,22971.99
2024-12-15,S6,1,26214.26
2024-12-22,S6,1,25099.95
2024-12-29,S6,1,27263.62
2025-01-05,S6,0,23532.84
2025-01-12,S6,1,28383.44
2025-01-19,S6,0,19942.78
2025-01-26,S6,0,23318.98
2025-02-02,S6,1,27711.45
2025-02-09,S6,1,29454.2
2025-02-16,S6,1,26997.68
2025-02-23,S6,1,28681.24
2025-03-02,S6,0,23151.5
2025-03-09,S6,1,26892.84
2025-03-16,S6,1,30004.14
2025-03-23,S6,1,30094.96
2025-03-30,S6,0,26220.47
2025-04-06,S6,0,24869.04
2025-04-13,S6,0,27317.7
2023-01-01,S7,0,29364.07
2023-01-08,S7,0,30668.96
2023-01-15,S7,1,33546.36
2023-01-22,S7,1,32754.41
2023-01-29,S7,1,32570.76
2023-02-05,S7,1,32752.08
2023-02-12,S7,0,31046.62
2023-02-19,S7,1,33911.81
2023-02-26,S7,1,31187.54
2023-03-05,S7,0,31352.97
2023-03-12,S7,1,34164.83
2023-03-19,S7,1,34823.82
2023-03-26,S7,1,31422.24
2023-04-02,S7,0,32887.92
2023-04-09,S7,1,32538.26
2023-04-16,S7,0,28516.98
2023-04-23,S7,0,27849.64
2023-04-30,S7,1,33652.87
2023-05-07,S7,1,33643.49
2023-05-14,S7,0,28069.86
2023-05-21,S7,0,27700.36
2023-05-28,S7,1,27083.13
2023-06-04,S7,1,30463.22
2023-06-11,S7,1,31682.31
2023-06-18,S7,0,28950.14
2023-06-25,S7,0,28242.34
2023-07-02,S7,0,26783.84
2023-07-09,S7,0,28286.74
2023-07-16,S7,1,30792.61
2023-07-23,S7,1,28578.82
2023-07-30,S7,1,28116.89
2023-08-06,S7,1,29932.09
2023-08-13,S7,1,30658.4
2023-08-20,S7,0,24597.51
2023-08-27,S7,1,32623.14
2023-09-03,S7,0,29206.99
2023-09-10,S7,1,31157.62
2023-09-17,S7,1,33017.7
2023-09-24,S7,1,32043.54
2023-10-01,S7,0,30793.92
2023-10-08,S7,0,29516.02
2023-10-15,S7,0,29739.8
2023-10-22,S7,1,32450.22
2023-10-29,S7,1,33376.16
2023-11-05,S7,1,31883.3
2023-11-12,S7,0,31799.64
2023-11-19,S7,0,30358.62
2023-11-26,S7,1,33277.6
2023-12-03,S7,0,27521.01
2023-12-10,S7,1,34960.34
2023-12-17,S7,0,32325.48
2023-12-24,S7,1,32600.68
2023-12-31,S7,0,32966.73
2024-01-07,S7,1,32420.06
2024-01-14,S7,0,29603.76
2024-01-21,S7,0,29854.59
2024-01-28,S7,1,33175.36
2024-02-04,S7,0,27542.35
2024-02-11,S7,0,27284.01
2024-02-18,S7,0,28075.95
2024-02-25,S7,1,31698.32
2024-03-03,S7,0,29326.69
2024-03-10,S7,1,29042.79
2024-03-17,S7,0,24807.2
2024-03-24,S7,0,27285.16
2024-03-31,S7,1,30466.92
2024-04-07,S7,1,29719.22
2024-04-14,S7,0,27514.02
2024-04-21,S7,0,28447.51
2024-04-28,S7,0,30437.79
2024-05-05,S7,0,25621.53
2024-05-12,S7,1,29066.06
2024-05-19,S7,0,29211.34
2024-05-26,S7,0,27739.37
2024-06-02,S7,0,27034.27
2024-06-09,S7,0,29923.35
2024-06-16,S7,1,31531.09
2024-06-23,S7,1,33161.74
2024-06-30,S7,0,29208.84
2024-07-07,S7,0,29866.59
2024-07-14,S7,1,35578.59
2024-07-21,S7,0,31206.75
2024-07-28,S7,1,33203.85
2024-08-04,S7,1,32567.65
2024-08-11,S7,0,30959.03
2024-08-18,S7,0,28586.14
2024-08-25,S7,1,33558.25
2024-09-01,S7,1,32825.05
2024-09-08,S7,1,34166.83
2024-09-15,S7,0,32315.33
2024-09-22,S7,1,33143.61
2024-09-29,S7,0,28346.55
2024-10-06,S7,0,29472.39
2024-10-13,S7,1,30083.21
2024-10-20,S7,0,28318.6
2024-10-27,S7,0,29091.09
2024-11-03,S7,1,30273.17
2024-11-10,S7,1,31538.68
2024-11-17,S7,1,26245.73
2024-11-24,S7,1,29570.33
2024-12-01,S7,1,27561.35
